"","site","network_position","eco_type","date","season","depth_m","param","result","mon"
"14110","GL4_OUTLET","7","stream",2005-09-15,"Summer",0,"pn.pp",12.5,9
"1422","GL4_OUTLET","7","stream",2005-09-22,"Summer",0,"pn.pp",18.75,9
"1432","GL4_OUTLET","7","stream",2005-09-29,"Summer",0,"pn.pp",10.4285714285714,9
"1442","GL4_OUTLET","7","stream",2005-10-06,"Summer",0,"pn.pp",13.5714285714286,10
"1452","GL4_OUTLET","7","stream",2005-10-13,"Summer",0,"pn.pp",12.125,10
"1462","GL4_OUTLET","7","stream",2005-10-20,"Summer",0,"pn.pp",9.22222222222222,10
"1472","GL4_OUTLET","7","stream",2005-11-03,"Summer",0,"pn.pp",5.27272727272727,11
"1492","GL4_OUTLET","7","stream",2006-04-21,"Winter",0,"pn.pp",9.16666666666667,4
"1502","GL4_OUTLET","7","stream",2006-05-18,"Winter",0,"pn.pp",2.16666666666667,5
"15110","GL4_OUTLET","7","stream",2006-05-25,"Winter",0,"pn.pp",17.625,5
"1523","GL4_OUTLET","7","stream",2006-06-01,"Snowmelt runoff",0,"pn.pp",13.6666666666667,6
"1532","GL4_OUTLET","7","stream",2006-06-22,"Snowmelt runoff",0,"pn.pp",32.5,6
"1542","GL4_OUTLET","7","stream",2006-06-29,"Snowmelt runoff",0,"pn.pp",31.25,6
"1552","GL4_OUTLET","7","stream",2006-07-06,"Snowmelt runoff",0,"pn.pp",7.375,7
"1562","GL4_OUTLET","7","stream",2006-07-13,"Snowmelt runoff",0,"pn.pp",36,7
"1572","GL4_OUTLET","7","stream",2006-07-20,"Snowmelt runoff",0,"pn.pp",20.875,7
"1582","GL4_OUTLET","7","stream",2006-07-27,"Snowmelt runoff",0,"pn.pp",0.708333333333333,7
"1592","GL4_OUTLET","7","stream",2006-08-01,"Summer",0,"pn.pp",42,8
"1601","GL4_OUTLET","7","stream",2006-08-03,"Summer",0,"pn.pp",12.7317073170732,8
"16110","GL4_OUTLET","7","stream",2006-08-17,"Summer",0,"pn.pp",4.47826086956522,8
"1622","GL4_OUTLET","7","stream",2006-08-24,"Summer",0,"pn.pp",8.27272727272727,8
"1632","GL4_OUTLET","7","stream",2006-08-31,"Summer",0,"pn.pp",12.3076923076923,8
"1641","GL4_OUTLET","7","stream",2006-09-07,"Summer",0,"pn.pp",0.333333333333333,9
"1651","GL4_OUTLET","7","stream",2006-09-14,"Summer",0,"pn.pp",43,9
"1661","GL4_OUTLET","7","stream",2006-09-26,"Summer",0,"pn.pp",1.6,9
"1671","GL4_OUTLET","7","stream",2006-12-19,"Winter",0,"pn.pp",4,12
"1691","GL4_OUTLET","7","stream",2007-04-12,"Winter",0,"pn.pp",50.8,4
"1701","GL4_OUTLET","7","stream",2007-06-10,"Snowmelt runoff",0,"pn.pp",40.0487804878048,6
"1716","GL4_OUTLET","7","stream",2007-06-11,"Snowmelt runoff",0,"pn.pp",59.8285714285715,6
"1722","GL4_OUTLET","7","stream",2007-06-14,"Snowmelt runoff",0,"pn.pp",11.5,6
"1732","GL4_OUTLET","7","stream",2007-06-28,"Snowmelt runoff",0,"pn.pp",12.8125,6
"1741","GL4_OUTLET","7","stream",2007-07-02,"Snowmelt runoff",0,"pn.pp",11.843891402715,7
"1751","GL4_OUTLET","7","stream",2007-07-03,"Snowmelt runoff",0,"pn.pp",5.36363636363636,7
"1761","GL4_OUTLET","7","stream",2007-07-05,"Snowmelt runoff",0,"pn.pp",0.25,7
"1771","GL4_OUTLET","7","stream",2007-07-12,"Snowmelt runoff",0,"pn.pp",3.84615384615385,7
"1781","GL4_OUTLET","7","stream",2007-07-19,"Snowmelt runoff",0,"pn.pp",19.5,7
"1791","GL4_OUTLET","7","stream",2007-07-26,"Snowmelt runoff",0,"pn.pp",0.619047619047619,7
"1801","GL4_OUTLET","7","stream",2007-08-02,"Summer",0,"pn.pp",18,8
"1822","GL4_OUTLET","7","stream",2007-08-16,"Summer",0,"pn.pp",56,8
"1831","GL4_OUTLET","7","stream",2007-08-17,"Summer",0,"pn.pp",69,8
"1841","GL4_OUTLET","7","stream",2007-10-11,"Summer",0,"pn.pp",67.5,10
"1861","GL4_OUTLET","7","stream",2008-03-21,"Winter",0,"pn.pp",10,3
"1881","GL4_OUTLET","7","stream",2008-06-02,"Snowmelt runoff",0,"pn.pp",20.7333333333333,6
"1891","GL4_OUTLET","7","stream",2008-06-12,"Snowmelt runoff",0,"pn.pp",11.3333333333333,6
"1917","GL4_OUTLET","7","stream",2008-06-26,"Snowmelt runoff",0,"pn.pp",20.5,6
"1922","GL4_OUTLET","7","stream",2008-07-10,"Snowmelt runoff",0,"pn.pp",51.8,7
"1932","GL4_OUTLET","7","stream",2008-07-24,"Snowmelt runoff",0,"pn.pp",15.1818181818182,7
"1941","GL4_OUTLET","7","stream",2008-08-07,"Summer",0,"pn.pp",7.71052631578947,8
"1951","GL4_OUTLET","7","stream",2008-09-18,"Summer",0,"pn.pp",1.88888888888889,9
"1961","GL4_OUTLET","7","stream",2008-10-30,"Summer",0,"pn.pp",14.25,10
"1971","GL4_OUTLET","7","stream",2008-11-11,"Summer",0,"pn.pp",11.5294117647059,11
"1981","GL4_OUTLET","7","stream",2008-12-17,"Winter",0,"pn.pp",12.5,12
"1991","GL4_OUTLET","7","stream",2004-05-27,"Winter",0,"pn.pp",38,5
"2001","GL4_OUTLET","7","stream",2005-05-12,"Winter",0,"pn.pp",12.5,5
"1130","GL3_LAKE","9","lake",1998-07-22,"Snowmelt runoff",0,"pn.pp",34.6,7
"2115","GL3_LAKE","9","lake",1998-07-22,"Snowmelt runoff",3,"pn.pp",34.4545454545455,7
"350","GL3_LAKE","9","lake",1998-07-29,"Snowmelt runoff",3,"pn.pp",60,7
"439","GL3_LAKE","9","lake",1998-08-05,"Summer",0,"pn.pp",2.44444444444444,8
"538","GL3_LAKE","9","lake",1998-08-05,"Summer",3,"pn.pp",21.125,8
"637","GL3_LAKE","9","lake",1998-08-10,"Summer",3,"pn.pp",85.6666666666667,8
"730","GL3_LAKE","9","lake",1998-08-20,"Summer",0,"pn.pp",19.5333333333333,8
"830","GL3_LAKE","9","lake",1998-09-02,"Summer",0,"pn.pp",23.8333333333333,9
"1026","GL3_LAKE","9","lake",1998-09-18,"Summer",0,"pn.pp",6.27272727272727,9
"1134","GL3_LAKE","9","lake",1998-09-18,"Summer",3,"pn.pp",7.84615384615385,9
"1226","GL3_LAKE","9","lake",1999-07-30,"Snowmelt runoff",3,"pn.pp",28.6666666666667,7
"1135","GL3_OUTLET","10","stream",1998-07-29,"Snowmelt runoff",0,"pn.pp",7.26666666666667,7
"1136","ALB_INLET","12","stream",1996-05-16,"Winter",0,"pn.pp",47.3333333333333,5
"2116","ALB_INLET","12","stream",1996-06-13,"Snowmelt runoff",0,"pn.pp",20.9090909090909,6
"359","ALB_INLET","12","stream",1996-07-11,"Snowmelt runoff",0,"pn.pp",22.2083333333333,7
"440","ALB_INLET","12","stream",1996-07-18,"Snowmelt runoff",0,"pn.pp",23.9583333333333,7
"929","ALB_INLET","12","stream",1996-09-10,"Summer",0,"pn.pp",17.5454545454545,9
"1137","ALB_INLET","12","stream",1996-10-01,"Summer",0,"pn.pp",12.2222222222222,10
"1227","ALB_INLET","12","stream",1996-10-08,"Summer",0,"pn.pp",31.0625,10
"1325","ALB_INLET","12","stream",1996-11-19,"Summer",0,"pn.pp",40.3,11
"1420","ALB_INLET","12","stream",1998-04-30,"Winter",0,"pn.pp",13.1666666666667,4
"1524","ALB_INLET","12","stream",1998-05-21,"Winter",0,"pn.pp",3.375,5
"1620","ALB_INLET","12","stream",1998-05-28,"Winter",0,"pn.pp",17.7777777777778,5
"1717","ALB_INLET","12","stream",1998-06-11,"Snowmelt runoff",0,"pn.pp",35.125,6
"1817","ALB_INLET","12","stream",1998-06-18,"Snowmelt runoff",0,"pn.pp",15.5714285714286,6
"1918","ALB_INLET","12","stream",1998-06-25,"Snowmelt runoff",0,"pn.pp",16.3,6
"2016","ALB_INLET","12","stream",1998-07-02,"Snowmelt runoff",0,"pn.pp",0.857142857142857,7
"2117","ALB_INLET","12","stream",1998-07-09,"Snowmelt runoff",0,"pn.pp",12.9090909090909,7
"2216","ALB_INLET","12","stream",1998-07-16,"Snowmelt runoff",0,"pn.pp",26.9375,7
"2317","ALB_INLET","12","stream",1998-07-23,"Snowmelt runoff",0,"pn.pp",10.2142857142857,7
"2416","ALB_INLET","12","stream",1998-07-30,"Snowmelt runoff",0,"pn.pp",9.69565217391304,7
"2517","ALB_INLET","12","stream",1998-08-06,"Summer",0,"pn.pp",11,8
"2616","ALB_INLET","12","stream",1998-08-13,"Summer",0,"pn.pp",25.3,8
"2715","ALB_INLET","12","stream",1998-08-20,"Summer",0,"pn.pp",38,8
"2817","ALB_INLET","12","stream",1998-09-17,"Summer",0,"pn.pp",3.625,9
"2917","ALB_INLET","12","stream",1998-09-24,"Summer",0,"pn.pp",26.2857142857143,9
"309","ALB_INLET","12","stream",1998-10-01,"Summer",0,"pn.pp",18.0833333333333,10
"3114","ALB_INLET","12","stream",1998-10-08,"Summer",0,"pn.pp",17.4,10
"3213","ALB_INLET","12","stream",1998-10-22,"Summer",0,"pn.pp",13.5714285714286,10
"3311","ALB_INLET","12","stream",1998-10-29,"Summer",0,"pn.pp",22.5454545454545,10
"3411","ALB_INLET","12","stream",1998-11-26,"Summer",0,"pn.pp",48.5,11
"3510","ALB_INLET","12","stream",1999-03-25,"Winter",0,"pn.pp",4.63157894736842,3
"369","ALB_INLET","12","stream",1999-05-20,"Winter",0,"pn.pp",9.28571428571428,5
"378","ALB_INLET","12","stream",1999-05-27,"Winter",0,"pn.pp",17.2,5
"389","ALB_INLET","12","stream",1999-06-10,"Snowmelt runoff",0,"pn.pp",13.5555555555556,6
"399","ALB_INLET","12","stream",1999-07-01,"Snowmelt runoff",0,"pn.pp",4.47058823529412,7
"409","ALB_INLET","12","stream",1999-07-08,"Snowmelt runoff",0,"pn.pp",11.9,7
"4114","ALB_INLET","12","stream",1999-07-15,"Snowmelt runoff",0,"pn.pp",24.3333333333333,7
"4310","ALB_INLET","12","stream",1999-07-29,"Snowmelt runoff",0,"pn.pp",10.3157894736842,7
"448","ALB_INLET","12","stream",1999-08-05,"Summer",0,"pn.pp",11.5294117647059,8
"458","ALB_INLET","12","stream",1999-08-12,"Summer",0,"pn.pp",26.3333333333333,8
"466","ALB_INLET","12","stream",1999-08-19,"Summer",0,"pn.pp",8.35714285714286,8
"477","ALB_INLET","12","stream",1999-09-02,"Summer",0,"pn.pp",10.6666666666667,9
"488","ALB_INLET","12","stream",1999-09-07,"Summer",0,"pn.pp",13,9
"497","ALB_INLET","12","stream",1999-09-21,"Summer",0,"pn.pp",9.78571428571428,9
"508","ALB_INLET","12","stream",1999-09-28,"Summer",0,"pn.pp",3.29166666666667,9
"5113","ALB_INLET","12","stream",1999-10-12,"Summer",0,"pn.pp",48.6,10
"5212","ALB_INLET","12","stream",1999-10-26,"Summer",0,"pn.pp",14.9375,10
"539","ALB_INLET","12","stream",1999-11-09,"Summer",0,"pn.pp",12.7647058823529,11
"547","ALB_INLET","12","stream",1999-11-23,"Summer",0,"pn.pp",10.7,11
"557","ALB_INLET","12","stream",2002-06-06,"Snowmelt runoff",0,"pn.pp",15,6
"567","ALB_INLET","12","stream",2002-06-27,"Snowmelt runoff",0,"pn.pp",25.5909090909091,6
"577","ALB_INLET","12","stream",2002-07-04,"Snowmelt runoff",0,"pn.pp",40.8,7
"587","ALB_INLET","12","stream",2002-07-11,"Snowmelt runoff",0,"pn.pp",37.7777777777778,7
"597","ALB_INLET","12","stream",2002-07-18,"Snowmelt runoff",0,"pn.pp",0.533333333333333,7
"607","ALB_INLET","12","stream",2002-07-25,"Snowmelt runoff",0,"pn.pp",49.6666666666667,7
"6112","ALB_INLET","12","stream",2002-08-01,"Summer",0,"pn.pp",67.25,8
"6211","ALB_INLET","12","stream",2002-08-08,"Summer",0,"pn.pp",9.77777777777778,8
"638","ALB_INLET","12","stream",2002-08-15,"Summer",0,"pn.pp",14.4,8
"646","ALB_INLET","12","stream",2003-05-27,"Winter",0,"pn.pp",25.3703703703704,5
"657","ALB_INLET","12","stream",2003-06-05,"Snowmelt runoff",0,"pn.pp",52.5384615384615,6
"667","ALB_INLET","12","stream",2003-06-12,"Snowmelt runoff",0,"pn.pp",7.57692307692308,6
"676","ALB_INLET","12","stream",2003-06-19,"Snowmelt runoff",0,"pn.pp",11.1818181818182,6
"687","ALB_INLET","12","stream",2003-06-26,"Snowmelt runoff",0,"pn.pp",13.875,6
"697","ALB_INLET","12","stream",2003-07-03,"Snowmelt runoff",0,"pn.pp",0.478260869565217,7
"707","ALB_INLET","12","stream",2003-07-15,"Snowmelt runoff",0,"pn.pp",20.5789473684211,7
"7210","ALB_INLET","12","stream",2003-08-07,"Summer",0,"pn.pp",6.125,8
"736","ALB_INLET","12","stream",2003-08-14,"Summer",0,"pn.pp",66.75,8
"746","ALB_INLET","12","stream",2003-08-28,"Summer",0,"pn.pp",44.6666666666667,8
"756","ALB_INLET","12","stream",2003-09-04,"Summer",0,"pn.pp",47.5,9
"765","ALB_INLET","12","stream",2003-09-11,"Summer",0,"pn.pp",32.5,9
"776","ALB_INLET","12","stream",2003-09-18,"Summer",0,"pn.pp",18.7857142857143,9
"785","ALB_INLET","12","stream",2003-10-02,"Summer",0,"pn.pp",16.4166666666667,10
"805","ALB_INLET","12","stream",2003-10-23,"Summer",0,"pn.pp",17.85,10
"8112","ALB_INLET","12","stream",2004-05-11,"Winter",0,"pn.pp",24.1538461538462,5
"8210","ALB_INLET","12","stream",2004-05-27,"Winter",0,"pn.pp",29.5,5
"836","ALB_INLET","12","stream",2004-06-03,"Snowmelt runoff",0,"pn.pp",17.6428571428571,6
"845","ALB_INLET","12","stream",2004-06-10,"Snowmelt runoff",0,"pn.pp",56.6666666666667,6
"856","ALB_INLET","12","stream",2004-06-17,"Snowmelt runoff",0,"pn.pp",8.11111111111111,6
"865","ALB_INLET","12","stream",2004-06-24,"Snowmelt runoff",0,"pn.pp",15.3571428571429,6
"875","ALB_INLET","12","stream",2004-07-08,"Snowmelt runoff",0,"pn.pp",26.1818181818182,7
"886","ALB_INLET","12","stream",2004-07-15,"Snowmelt runoff",0,"pn.pp",40.4,7
"896","ALB_INLET","12","stream",2004-07-29,"Snowmelt runoff",0,"pn.pp",28.6666666666667,7
"904","ALB_INLET","12","stream",2004-08-12,"Summer",0,"pn.pp",16.2272727272727,8
"9111","ALB_INLET","12","stream",2004-09-23,"Summer",0,"pn.pp",27.5714285714286,9
"9210","ALB_INLET","12","stream",2004-10-07,"Summer",0,"pn.pp",30.6666666666667,10
"935","ALB_INLET","12","stream",2004-11-11,"Summer",0,"pn.pp",17.5,11
"945","ALB_INLET","12","stream",2006-05-10,"Winter",0,"pn.pp",11.3846153846154,5
"954","ALB_INLET","12","stream",2006-06-01,"Snowmelt runoff",0,"pn.pp",10.3076923076923,6
"964","ALB_INLET","12","stream",2006-06-08,"Snowmelt runoff",0,"pn.pp",20.4615384615385,6
"974","ALB_INLET","12","stream",2006-06-15,"Snowmelt runoff",0,"pn.pp",45.25,6
"983","ALB_INLET","12","stream",2006-07-06,"Snowmelt runoff",0,"pn.pp",62.5,7
"994","ALB_INLET","12","stream",2006-08-01,"Summer",0,"pn.pp",19.2,8
"1004","ALB_INLET","12","stream",2006-08-24,"Summer",0,"pn.pp",10.2222222222222,8
"10111","ALB_INLET","12","stream",2006-09-07,"Summer",0,"pn.pp",18.1818181818182,9
"1027","ALB_INLET","12","stream",2006-09-29,"Summer",0,"pn.pp",15.8571428571429,9
"1034","ALB_INLET","12","stream",2004-05-20,"Winter",0,"pn.pp",11.3333333333333,5
"1138","ALB_LAKE","13","lake",2006-06-15,"Snowmelt runoff",0,"pn.pp",23.8461538461538,6
"2118","ALB_LAKE","13","lake",2006-06-15,"Snowmelt runoff",3,"pn.pp",43.3,6
"360","ALB_LAKE","13","lake",2006-06-29,"Snowmelt runoff",0,"pn.pp",28.1363636363636,6
"449","ALB_LAKE","13","lake",2006-06-29,"Snowmelt runoff",3,"pn.pp",12.5333333333333,6
"540","ALB_LAKE","13","lake",2006-08-10,"Summer",0,"pn.pp",30.7777777777778,8
"639","ALB_LAKE","13","lake",2006-08-10,"Summer",3,"pn.pp",11.3,8
"1139","ALB_OUTLET","14","stream",2006-05-10,"Winter",0,"pn.pp",16.7692307692308,5
"2119","ALB_OUTLET","14","stream",2006-05-25,"Winter",0,"pn.pp",20.6,5
"370","ALB_OUTLET","14","stream",2006-06-01,"Snowmelt runoff",0,"pn.pp",20.375,6
"450","ALB_OUTLET","14","stream",2006-06-15,"Snowmelt runoff",0,"pn.pp",43.2,6
"548","ALB_OUTLET","14","stream",2006-06-22,"Snowmelt runoff",0,"pn.pp",33.4,6
"640","ALB_OUTLET","14","stream",2006-06-29,"Snowmelt runoff",0,"pn.pp",13.1363636363636,6
"837","ALB_OUTLET","14","stream",2006-07-20,"Snowmelt runoff",0,"pn.pp",48.375,7
"930","ALB_OUTLET","14","stream",2006-07-27,"Snowmelt runoff",0,"pn.pp",61.1666666666667,7
"1028","ALB_OUTLET","14","stream",2006-08-01,"Summer",0,"pn.pp",31.3333333333333,8
"1140","ALB_OUTLET","14","stream",2006-08-10,"Summer",0,"pn.pp",35.4285714285714,8
"1228","ALB_OUTLET","14","stream",2006-08-24,"Summer",0,"pn.pp",0.928571428571428,8
"1326","ALB_OUTLET","14","stream",2006-09-07,"Summer",0,"pn.pp",35.8181818181818,9
"1143","ARIKAREE","1","glacier",1995-07-13,"Snowmelt runoff",NA,"tdn.tdp",82.4102564102564,7
"2120","ARIKAREE","1","glacier",1995-07-20,"Snowmelt runoff",NA,"tdn.tdp",74.875,7
"459","ARIKAREE","1","glacier",1995-08-31,"Summer",NA,"tdn.tdp",78.7142857142857,8
"549","ARIKAREE","1","glacier",1995-09-07,"Summer",NA,"tdn.tdp",81.0769230769231,9
"647","ARIKAREE","1","glacier",1995-09-14,"Summer",NA,"tdn.tdp",327.25,9
"737","ARIKAREE","1","glacier",1996-06-13,"Snowmelt runoff",NA,"tdn.tdp",88.5555555555556,6
"838","ARIKAREE","1","glacier",1996-06-20,"Snowmelt runoff",NA,"tdn.tdp",121.933333333333,6
"936","ARIKAREE","1","glacier",1996-06-27,"Snowmelt runoff",NA,"tdn.tdp",374.571428571428,6
"1029","ARIKAREE","1","glacier",1996-07-04,"Snowmelt runoff",NA,"tdn.tdp",129.846153846154,7
"1144","ARIKAREE","1","glacier",1996-07-25,"Snowmelt runoff",NA,"tdn.tdp",91.6363636363636,7
"1229","ARIKAREE","1","glacier",1996-08-01,"Summer",NA,"tdn.tdp",49.5416666666667,8
"1327","ARIKAREE","1","glacier",1996-08-08,"Summer",NA,"tdn.tdp",52.45,8
"1423","ARIKAREE","1","glacier",1996-08-15,"Summer",NA,"tdn.tdp",59.4,8
"1525","ARIKAREE","1","glacier",1996-08-22,"Summer",NA,"tdn.tdp",61.4210526315789,8
"1623","ARIKAREE","1","glacier",1996-08-29,"Summer",NA,"tdn.tdp",40.6153846153846,8
"1718","ARIKAREE","1","glacier",1996-09-10,"Summer",NA,"tdn.tdp",54.7931034482759,9
"1818","ARIKAREE","1","glacier",1997-06-19,"Snowmelt runoff",NA,"tdn.tdp",199.588235294118,6
"1919","ARIKAREE","1","glacier",1997-06-26,"Snowmelt runoff",NA,"tdn.tdp",241.153846153846,6
"2017","ARIKAREE","1","glacier",1997-07-03,"Snowmelt runoff",NA,"tdn.tdp",305.375,7
"2122","ARIKAREE","1","glacier",1997-07-10,"Snowmelt runoff",NA,"tdn.tdp",135.8,7
"2217","ARIKAREE","1","glacier",1997-07-17,"Snowmelt runoff",NA,"tdn.tdp",163.083333333333,7
"2318","ARIKAREE","1","glacier",1997-07-24,"Snowmelt runoff",NA,"tdn.tdp",84.3913043478261,7
"2417","ARIKAREE","1","glacier",1997-08-07,"Summer",NA,"tdn.tdp",57.9333333333333,8
"2518","ARIKAREE","1","glacier",1997-08-14,"Summer",NA,"tdn.tdp",97.0666666666667,8
"2617","ARIKAREE","1","glacier",1997-08-21,"Summer",NA,"tdn.tdp",81.7142857142857,8
"2716","ARIKAREE","1","glacier",1997-08-28,"Summer",NA,"tdn.tdp",53.9,8
"2818","ARIKAREE","1","glacier",1997-09-04,"Summer",NA,"tdn.tdp",122.272727272727,9
"2918","ARIKAREE","1","glacier",1997-09-11,"Summer",NA,"tdn.tdp",68.8666666666667,9
"3010","ARIKAREE","1","glacier",1997-09-18,"Summer",NA,"tdn.tdp",153.222222222222,9
"3115","ARIKAREE","1","glacier",1997-09-25,"Summer",NA,"tdn.tdp",143.944444444444,9
"3214","ARIKAREE","1","glacier",1997-10-02,"Summer",NA,"tdn.tdp",163.846153846154,10
"3312","ARIKAREE","1","glacier",1998-05-28,"Winter",NA,"tdn.tdp",232.588235294118,5
"3412","ARIKAREE","1","glacier",1998-06-04,"Snowmelt runoff",NA,"tdn.tdp",199.266666666667,6
"3511","ARIKAREE","1","glacier",1998-06-25,"Snowmelt runoff",NA,"tdn.tdp",82.625,6
"3610","ARIKAREE","1","glacier",1998-07-02,"Snowmelt runoff",NA,"tdn.tdp",48.4054054054054,7
"379","ARIKAREE","1","glacier",1998-07-09,"Snowmelt runoff",NA,"tdn.tdp",133.642857142857,7
"3810","ARIKAREE","1","glacier",1998-07-16,"Snowmelt runoff",NA,"tdn.tdp",47.2424242424242,7
"3910","ARIKAREE","1","glacier",1998-07-23,"Snowmelt runoff",NA,"tdn.tdp",42.5862068965517,7
"4010","ARIKAREE","1","glacier",1998-07-30,"Snowmelt runoff",NA,"tdn.tdp",59.9,7
"4115","ARIKAREE","1","glacier",1998-08-06,"Summer",NA,"tdn.tdp",172.714285714286,8
"4212","ARIKAREE","1","glacier",1998-08-13,"Summer",NA,"tdn.tdp",148.3,8
"4311","ARIKAREE","1","glacier",1998-08-20,"Summer",NA,"tdn.tdp",219.166666666667,8
"4410","ARIKAREE","1","glacier",1998-08-27,"Summer",NA,"tdn.tdp",62.7272727272727,8
"4510","ARIKAREE","1","glacier",1998-09-03,"Summer",NA,"tdn.tdp",104.1875,9
"467","ARIKAREE","1","glacier",1998-09-10,"Summer",NA,"tdn.tdp",58,9
"478","ARIKAREE","1","glacier",1998-09-17,"Summer",NA,"tdn.tdp",131.3,9
"489","ARIKAREE","1","glacier",1998-09-24,"Summer",NA,"tdn.tdp",362,9
"498","ARIKAREE","1","glacier",1998-10-01,"Summer",NA,"tdn.tdp",181.777777777778,10
"509","ARIKAREE","1","glacier",1999-06-24,"Snowmelt runoff",NA,"tdn.tdp",125.931034482759,6
"5114","ARIKAREE","1","glacier",1999-07-01,"Snowmelt runoff",NA,"tdn.tdp",183.785714285714,7
"5213","ARIKAREE","1","glacier",1999-07-08,"Snowmelt runoff",NA,"tdn.tdp",171,7
"5310","ARIKAREE","1","glacier",1999-07-15,"Snowmelt runoff",NA,"tdn.tdp",72.2692307692308,7
"5410","ARIKAREE","1","glacier",1999-07-22,"Snowmelt runoff",NA,"tdn.tdp",84.1111111111111,7
"558","ARIKAREE","1","glacier",1999-07-29,"Snowmelt runoff",NA,"tdn.tdp",107.833333333333,7
"568","ARIKAREE","1","glacier",1999-08-05,"Summer",NA,"tdn.tdp",116.625,8
"578","ARIKAREE","1","glacier",1999-08-12,"Summer",NA,"tdn.tdp",99.0555555555555,8
"588","ARIKAREE","1","glacier",1999-08-19,"Summer",NA,"tdn.tdp",99.6428571428571,8
"598","ARIKAREE","1","glacier",1999-08-26,"Summer",NA,"tdn.tdp",223.444444444444,8
"608","ARIKAREE","1","glacier",1999-09-02,"Summer",NA,"tdn.tdp",136.533333333333,9
"6113","ARIKAREE","1","glacier",1999-09-07,"Summer",NA,"tdn.tdp",114.85,9
"6212","ARIKAREE","1","glacier",1999-09-14,"Summer",NA,"tdn.tdp",169.933333333333,9
"6310","ARIKAREE","1","glacier",1999-09-21,"Summer",NA,"tdn.tdp",111.25,9
"648","ARIKAREE","1","glacier",2000-06-01,"Snowmelt runoff",NA,"tdn.tdp",96.6153846153846,6
"658","ARIKAREE","1","glacier",2000-06-15,"Snowmelt runoff",NA,"tdn.tdp",383.333333333333,6
"668","ARIKAREE","1","glacier",2000-06-22,"Snowmelt runoff",NA,"tdn.tdp",109.851851851852,6
"677","ARIKAREE","1","glacier",2000-06-29,"Snowmelt runoff",NA,"tdn.tdp",158.642857142857,6
"688","ARIKAREE","1","glacier",2000-08-10,"Summer",NA,"tdn.tdp",170.636363636364,8
"698","ARIKAREE","1","glacier",2000-08-24,"Summer",NA,"tdn.tdp",115.45,8
"708","ARIKAREE","1","glacier",2000-09-07,"Summer",NA,"tdn.tdp",337.818181818182,9
"7112","ARIKAREE","1","glacier",2001-07-26,"Snowmelt runoff",NA,"tdn.tdp",106,7
"7211","ARIKAREE","1","glacier",2001-08-02,"Summer",NA,"tdn.tdp",112.294117647059,8
"738","ARIKAREE","1","glacier",2001-08-16,"Summer",NA,"tdn.tdp",225.6875,8
"747","ARIKAREE","1","glacier",2001-08-23,"Summer",NA,"tdn.tdp",251.461538461538,8
"757","ARIKAREE","1","glacier",2001-08-30,"Summer",NA,"tdn.tdp",277.230769230769,8
"766","ARIKAREE","1","glacier",2001-09-06,"Summer",NA,"tdn.tdp",215.2,9
"777","ARIKAREE","1","glacier",2001-09-13,"Summer",NA,"tdn.tdp",156.029411764706,9
"786","ARIKAREE","1","glacier",2001-09-25,"Summer",NA,"tdn.tdp",162.75,9
"796","ARIKAREE","1","glacier",2001-10-02,"Summer",NA,"tdn.tdp",226.25,10
"806","ARIKAREE","1","glacier",2002-06-13,"Snowmelt runoff",NA,"tdn.tdp",207.809523809524,6
"8113","ARIKAREE","1","glacier",2002-06-20,"Snowmelt runoff",NA,"tdn.tdp",188.058823529412,6
"8211","ARIKAREE","1","glacier",2002-06-27,"Snowmelt runoff",NA,"tdn.tdp",104.578947368421,6
"839","ARIKAREE","1","glacier",2002-07-04,"Snowmelt runoff",NA,"tdn.tdp",152.333333333333,7
"846","ARIKAREE","1","glacier",2002-07-11,"Snowmelt runoff",NA,"tdn.tdp",129.307692307692,7
"857","ARIKAREE","1","glacier",2002-07-18,"Snowmelt runoff",NA,"tdn.tdp",74.4411764705882,7
"866","ARIKAREE","1","glacier",2002-07-25,"Snowmelt runoff",NA,"tdn.tdp",88.875,7
"876","ARIKAREE","1","glacier",2002-08-01,"Summer",NA,"tdn.tdp",273.25,8
"887","ARIKAREE","1","glacier",2002-08-08,"Summer",NA,"tdn.tdp",130.162162162162,8
"897","ARIKAREE","1","glacier",2002-08-22,"Summer",NA,"tdn.tdp",227.947368421053,8
"905","ARIKAREE","1","glacier",2002-08-29,"Summer",NA,"tdn.tdp",120.083333333333,8
"9211","ARIKAREE","1","glacier",2003-06-19,"Snowmelt runoff",NA,"tdn.tdp",396.153846153846,6
"937","ARIKAREE","1","glacier",2003-06-26,"Snowmelt runoff",NA,"tdn.tdp",156,6
"946","ARIKAREE","1","glacier",2003-07-03,"Snowmelt runoff",NA,"tdn.tdp",154.857142857143,7
"955","ARIKAREE","1","glacier",2003-07-10,"Snowmelt runoff",NA,"tdn.tdp",103.1875,7
"965","ARIKAREE","1","glacier",2003-07-15,"Snowmelt runoff",NA,"tdn.tdp",218.142857142857,7
"975","ARIKAREE","1","glacier",2003-07-17,"Snowmelt runoff",NA,"tdn.tdp",81.2105263157895,7
"984","ARIKAREE","1","glacier",2003-07-24,"Snowmelt runoff",NA,"tdn.tdp",160.777777777778,7
"995","ARIKAREE","1","glacier",2003-08-07,"Summer",NA,"tdn.tdp",83.4090909090909,8
"1005","ARIKAREE","1","glacier",2003-08-21,"Summer",NA,"tdn.tdp",282.1,8
